modelo,marca,valor,km,transmissao,combustivel,cor,ano,novidade,vendedor
RANGER,FORD,181900.0,58000.0,automatico,diesel,Cinza,2018,False,Carneiro Automotores
CRUZE,CHEVROLET,94990.0,101.0,automatico,flex,Prata,2018,False,HN Veículos
HILUX,TOYOTA,200000.0,42000.0,automatico,flex,Marrom,2019,False,Rodrigo Jose Albuquerque de Barros
STRADA,FIAT,65900.0,65000.0,manual,flex,Branco,2019,False,BK MULTIMARCAS 
T4,TROLLER,96990.0,101.0,,diesel,Branco,2012,False,HN Veículos
TRACKER,CHEVROLET,95990.0,101.0,automatico,flex,Cinza,2018,False,HN Veículos
MOBI,FIAT,41990.0,77196.0,manual,flex,Vermelho,2018,False,CONFIANCE Seminovos
TUCSON,HYUNDAI,41990.0,101.0,automatico,gasolina,Preto,2012,False,HN Veículos
STRADA,FIAT,113900.0,16167.0,manual,flex,Preto,2021,False,Batalha Veículos - Arapiraca
COMPASS,JEEP,199990.0,101.0,automatico,diesel,Prata,2021,False,HN Veículos
C4,CITROËN,81990.0,15000.0,automatico,flex,Prata,2020,False,Carneiro Automotores
208,PEUGEOT,86900.0,2900.0,automatico,flex,Prata,2021,False,Carneiro Automotores
C4,CITROËN,98900.0,12000.0,automatico,flex,Prata,2021,False,Carneiro Automotores
SANDERO,RENAULT,39990.0,98000.0,automatico,flex,Branco,2018,False,CONFIANCE Seminovos
ONIX,CHEVROLET,50900.0,59000.0,manual,flex,Azul,2018,False,Carneiro Automotores
WR-V,HONDA,85990.0,101.0,automatico,flex,Branco,2018,False,HN Veículos
RENEGADE,JEEP,121900.0,1600.0,automatico,flex,Cinza,2021,False,Carneiro Automotores
T-CROSS,VOLKSWAGEN,103900.0,31000.0,automatico,flex,Branco,2020,False,Carneiro Automotores
CRUZE,CHEVROLET,82990.0,101.0,automatico,flex,Azul,2017,False,HN Veículos
KA,FORD,54990.0,101.0,manual,flex,Preto,2019,False,HN Veículos
SANDERO,RENAULT,41990.0,101.0,manual,flex,Branco,2015,False,HN Veículos
5008,PEUGEOT,159900.0,34000.0,automatico,gasolina,Preto,2019,False,Rafael Cabral
LOGAN,RENAULT,77990.0,101.0,manual,flex,Branco,2022,False,HN Veículos
SPIN,CHEVROLET,78990.0,101.0,automatico,flex,Prata,2019,False,HN Veículos
500,FIAT,35990.0,101.0,manual,flex,Preto,2012,False,HN Veículos
COMPASS,JEEP,214990.0,101.0,automatico,diesel,Branco,2021,False,HN Veículos
ONIX,CHEVROLET,58990.0,101.0,automatico,flex,Branco,2018,False,HN Veículos
SANDERO,RENAULT,45990.0,101.0,automatico,flex,Branco,2018,False,HN Veículos
SANDERO,RENAULT,25990.0,101.0,automatico,flex,Prata,2013,False,HN Veículos
CRUZE,CHEVROLET,109990.0,101.0,automatico,flex,Branco,2020,False,HN Veículos
ONIX,CHEVROLET,79990.0,101.0,automatico,flex,Branco,2020,False,HN Veículos
AMAROK,VOLKSWAGEN,134990.0,101.0,manual,diesel,Branco,2019,False,HN Veículos
SPIN,CHEVROLET,59990.0,101.0,manual,flex,Prata,2019,False,HN Veículos
VOYAGE,VOLKSWAGEN,41990.0,35000.0,manual,flex,Prata,2018,False,Junior's Veiculos
FOCUS,FORD,40990.0,60534.0,automatico,flex,Branco,2014,False,ZS Veículos
A1,AUDI,56990.0,66000.0,automatico,gasolina,Branco,2013,False,ZS Veículos
SIENA,FIAT,30990.0,62359.0,manual,flex,Prata,2014,False,ZS Veículos
ASX,MITSUBISHI,49990.0,77419.0,automatico,gasolina,Branco,2012,False,ZS Veículos
Q3,AUDI,104990.0,21612.0,,flex,Azul,2017,False,ZS Veículos
118i,BMW,39000.0,97242.0,automatico,gasolina,Cinza,2012,False,Mil & Um Automóveis
COROLLA,TOYOTA,56990.0,69822.0,automatico,flex,Prata,2013,False,Indique Auto
HILUX,TOYOTA,85990.0,111288.0,automatico,flex,Prata,2015,False,Indique Auto
GOL,VOLKSWAGEN,37990.0,13000.0,manual,flex,Preto,2017,False,Indique Auto
COROLLA,TOYOTA,83990.0,28858.0,automatico,flex,Azul,2017,False,Indique Auto
PICANTO,KIA,31990.0,62000.0,automatico,flex,2012,2012,False,Indique Auto
HB20,HYUNDAI,52990.0,15000.0,manual,flex,Prata,2016,False,Indique Auto
MARCH,NISSAN,34990.0,30000.0,manual,flex,2016,2016,False,Indique Auto
318i,BMW,63990.0,67000.0,automatico,gasolina,Preto,2012,False,Indique Auto
500,FIAT,52990.0,22250.0,automatico,flex,Branco,2014,False,Indique Auto
